,1,2,3,4,5,6
14486,13,12,9,11,13,16
14487,14,14,10,9,14,12
14488,14,14,14,10,14,11
14489,11,16,13,12,13,14
14490,13,13,15,13,13,10
14491,10,10,11,13,11,9
14492,16,10,13,11,13,14
14493,14,4,8,13,14,8
14494,14,11,12,13,14,10
14495,10,14,10,14,11,11
14496,15,10,16,11,12,13
14497,13,11,13,15,13,14
14498,10,11,5,15,8,13
14499,13,13,11,11,13,12
14500,12,12,13,9,12,14
14501,10,14,13,12,12,10
14502,12,14,9,14,5,12
14503,12,14,10,13,10,14
14504,7,15,15,14,10,11
14505,12,13,12,12,14,9
14506,12,13,14,11,12,14
14507,14,11,12,15,11,11
14508,13,10,12,9,12,15
14509,10,14,12,14,14,15
14510,14,14,8,11,11,15
14511,14,15,11,12,11,8
14512,10,11,13,13,13,13
14513,11,10,13,14,8,13
14514,12,10,12,13,14,11
14515,12,15,8,12,12,15
14516,12,14,13,11,11,12
14517,13,14,15,13,13,11
14518,14,8,12,11,12,12
14519,11,12,12,13,15,12
14520,13,15,10,14,10,14
14521,15,12,12,15,15,7
14522,12,13,14,10,10,11
14523,13,15,12,13,14,11
14524,16,10,12,13,13,10
14525,15,14,12,9,12,15
14526,11,11,13,12,10,15
14527,13,11,13,12,12,12
14528,13,10,8,16,14,15
14529,11,10,11,11,13,9
14530,10,14,15,15,12,14
14531,14,15,10,10,12,10
14532,13,12,13,10,11,12
14533,4,11,12,12,15,10
14534,10,9,14,15,16,14
14535,13,8,14,13,13,14
14536,11,10,11,14,13,13
14537,14,8,13,10,13,13
14538,11,13,11,12,9,6
14539,8,11,13,10,13,9
14540,11,9,14,13,14,13
14541,9,13,13,11,15,10
14542,10,10,13,7,10,12
14543,12,12,13,15,13,12
14544,15,12,15,10,13,11
14545,10,9,15,13,15,11
14546,13,16,12,12,13,14
14547,10,13,13,9,13,10
14548,9,7,11,12,14,14
14549,14,15,10,15,14,14
14550,11,14,15,15,12,15
14551,12,9,14,10,10,5
14552,10,14,13,8,16,11
14553,7,14,12,14,11,12
14554,11,8,9,11,13,12
14555,13,13,14,9,15,12
14556,11,12,9,15,7,8
14557,16,11,11,11,13,14
14558,13,12,10,11,11,12
14559,14,8,14,14,11,9
14560,14,13,9,14,10,12
14561,11,15,8,15,14,14
14562,12,9,10,9,12,15
14563,13,14,13,14,13,13
14564,14,14,9,13,11,14
14565,10,10,12,14,13,8
14566,13,10,12,11,14,9
14567,14,12,15,16,14,12
14568,12,9,13,10,12,16
14569,12,13,14,12,16,11
14570,11,13,15,14,12,12
14571,14,12,7,13,10,10
14572,11,10,15,11,16,14
14573,11,14,13,11,12,11
14574,14,11,14,15,13,12
14575,12,10,11,14,14,12
14576,12,12,12,13,13,14
14577,14,15,9,8,14,14
14578,11,10,9,10,12,9
14579,14,13,13,10,6,13
14580,11,12,13,11,14,9
14581,12,11,10,13,13,12
14582,12,16,8,12,10,15
14583,9,14,15,12,14,10
14584,12,14,13,14,10,11
14585,12,13,15,8,14,14
14586,13,10,14,5,13,12
14587,14,10,12,14,14,13
14588,12,12,15,13,10,13
14589,14,13,12,12,16,11
14590,14,13,12,14,8,14
14591,13,15,13,12,10,14
14592,13,12,12,15,12,11
14593,9,11,12,14,14,14
14594,9,8,10,10,12,13
14595,15,13,13,12,13,10
14596,15,10,12,12,13,10
14597,13,15,11,8,9,10
14598,14,15,16,10,14,12
14599,13,16,11,11,12,13
14600,14,16,10,8,10,12
14601,13,14,10,8,13,9
14602,14,12,14,14,15,14
14603,13,13,11,9,12,14
14604,9,13,10,13,14,15
14605,14,14,12,14,10,14
14606,12,13,13,10,12,13
14607,10,13,13,12,10,11
14608,15,12,12,12,13,13
14609,11,12,8,11,15,14
14610,12,14,9,15,9,8
14611,12,9,13,11,14,10
14612,14,15,13,10,15,9
14613,15,9,14,12,12,14
14614,13,11,12,14,15,11
14615,13,9,12,12,14,14
14616,9,10,13,12,13,15
14617,10,15,12,12,7,15
14618,12,9,15,15,13,10
14619,14,11,13,13,12,10
14620,13,14,11,10,10,14
14621,15,15,15,15,15,13
14622,14,13,14,7,14,10
14623,10,7,11,10,13,9
14624,10,12,14,14,13,13
14625,10,6,10,15,11,13
14626,11,12,13,13,14,11
14627,12,14,15,11,11,15
14628,16,16,6,11,12,16
14629,11,12,12,12,9,12
14630,15,13,12,13,13,14
14631,11,14,15,13,10,11
14632,12,9,8,15,14,11
14633,14,13,14,12,10,12
14634,8,9,13,8,13,11
14635,12,14,10,12,12,12
14636,11,13,15,10,12,12
14637,13,14,13,14,11,13
14638,10,12,14,11,12,15
14639,14,15,11,14,14,13
14640,13,15,14,14,13,12
14641,15,13,11,9,12,14
14642,13,15,9,13,13,12
14643,15,13,14,8,12,14
14644,10,15,13,14,16,13
14645,10,14,9,12,12,11
14646,13,12,13,13,13,14
14647,13,13,15,14,13,11
14648,15,13,15,14,11,13
14649,11,12,13,13,13,15
14650,15,11,11,14,11,14
14651,14,16,12,15,8,14
14652,9,12,12,8,14,14
14653,12,10,11,14,12,15
14654,14,11,14,14,12,9
14655,10,15,10,12,10,14
14656,15,13,12,11,15,13
14657,12,13,14,13,13,10
14658,14,15,14,16,14,11
14659,10,13,11,13,12,13
14660,12,14,13,11,13,9
14661,9,12,15,11,14,12
14662,10,10,11,14,9,14
14663,13,14,15,14,14,11
14664,15,12,15,11,12,12
14665,12,13,9,15,13,11
14666,14,11,12,12,13,7
14667,14,13,11,12,12,13
14668,10,8,10,12,10,10
14669,12,14,12,6,12,13
14670,11,9,14,12,15,14
14671,13,11,12,14,13,13
14672,13,14,15,9,13,11
14673,13,13,11,10,9,11
14674,14,13,13,11,15,14
14675,9,8,15,13,10,12
14676,16,14,11,10,10,12
14677,13,16,12,11,12,13
14678,7,9,12,11,15,11
14679,14,7,9,13,7,10
14680,16,10,11,15,12,11
14681,8,11,16,12,15,12
14682,12,10,11,13,12,9
14683,14,12,10,11,14,8
14684,5,11,11,14,12,14
14685,13,14,14,12,15,14
14686,8,12,9,10,14,11
14687,16,13,15,13,9,15
14688,14,13,13,12,13,11
14689,12,14,13,14,13,10
14690,13,8,13,12,11,13
14691,12,12,14,6,14,14
14692,12,15,14,9,13,10
14693,15,14,12,11,16,14
14694,11,9,14,14,11,10
14695,13,15,12,15,11,15
14696,14,15,11,16,13,15
14697,12,12,16,16,9,12
14698,16,10,12,14,12,11
14699,12,13,15,11,15,13
14700,10,12,12,11,9,16
14701,16,13,10,12,13,11
14702,12,11,10,10,14,13
14703,10,12,8,8,10,13
14704,12,10,10,9,11,13
14705,10,15,12,15,12,15
14706,13,15,15,12,11,14
14707,15,10,10,14,11,12
14708,10,13,16,14,9,14
14709,14,13,15,11,12,14
14710,12,15,9,13,15,15
14711,14,8,10,14,13,12
14712,14,9,15,11,14,11
14713,14,15,12,10,16,10
14714,8,12,13,12,13,11
14715,13,10,7,12,16,12
14716,12,14,14,9,13,13
14717,15,14,8,8,13,11
14718,15,8,9,11,14,11
14719,14,13,10,14,10,12
14720,14,14,13,13,13,8
14721,16,11,11,11,14,14
14722,10,13,13,15,16,7
14723,11,10,13,9,13,14
14724,11,13,9,11,14,10
14725,14,10,13,12,16,10
14726,10,11,11,10,13,15
14727,11,12,14,14,15,9
14728,10,15,16,12,13,9
14729,13,13,10,13,10,12
14730,12,13,12,12,10,11
14731,16,14,10,16,15,12
14732,13,11,10,11,9,13
14733,14,11,13,15,14,12
14734,9,10,14,15,13,10
14735,13,13,16,15,9,15
14736,13,10,12,13,14,14
14737,12,15,12,12,10,14
14738,12,13,11,11,14,7
14739,14,12,11,15,15,12
14740,16,8,9,13,15,14
14741,13,12,8,15,8,12
14742,13,10,12,14,13,5
14743,10,14,16,12,13,10
14744,13,12,9,13,12,11
14745,11,12,14,11,9,12
14746,10,14,11,13,15,13
14747,10,15,13,13,13,11
14748,11,11,13,13,13,12
14749,13,12,14,10,13,9
14750,10,13,11,8,14,12
14751,10,14,9,11,15,12
14752,10,10,16,8,11,7
14753,14,11,15,9,15,11
14754,13,14,14,14,14,13
14755,13,7,13,10,14,15
14756,15,15,13,11,14,10
14757,11,15,16,11,9,8
14758,13,10,7,13,14,14
14759,12,13,14,12,15,12
14760,11,14,14,10,13,12
14761,12,10,11,14,12,8
14762,13,15,9,10,14,11
14763,11,13,13,8,7,14
14764,11,15,13,12,13,14
14765,10,15,15,8,13,11
14766,14,11,15,11,11,10
14767,12,15,13,9,12,15
14768,14,13,11,13,13,10
14769,12,12,12,12,12,16
14770,13,13,12,11,14,10
14771,13,14,15,9,13,7
14772,11,11,11,11,13,9
14773,13,13,13,11,14,14
14774,11,13,15,12,15,12
14775,12,9,13,16,14,15
14776,13,15,10,12,13,14
14777,14,14,11,12,15,14
14778,9,13,11,13,8,10
14779,8,10,11,15,11,13
14780,10,14,13,12,16,9
14781,11,12,15,14,13,14
14782,14,13,9,10,15,14
14783,11,14,12,11,11,13
14784,12,14,11,12,10,12
14785,15,15,10,12,14,13
14786,11,14,11,7,11,10
14787,15,11,15,13,14,8
14788,7,15,7,14,15,11
14789,12,15,13,15,13,12
14790,10,14,16,9,15,13
14791,15,7,13,13,13,13
14792,10,10,14,15,14,13
14793,10,13,13,13,10,13
14794,11,14,10,13,10,13
14795,11,13,16,16,15,14
14796,11,14,14,13,13,14
14797,12,10,12,14,8,14
14798,13,13,9,12,13,13
14799,14,12,12,12,9,9
14800,11,9,12,8,13,8
14801,11,14,15,13,11,12
14802,14,13,14,14,12,12
14803,12,16,14,13,7,15
14804,12,10,15,9,13,11
14805,14,11,14,14,13,11
14806,12,12,13,10,10,11
14807,9,11,9,11,9,10
14808,11,16,13,12,14,8
14809,14,13,11,6,13,12
14810,13,13,12,11,11,11
14811,16,13,15,11,13,8
14812,15,10,11,12,13,14
14813,11,10,11,15,12,13
14814,12,13,13,15,13,11
14815,10,14,10,12,15,14
14816,13,13,8,8,15,15
14817,12,11,8,12,13,7
14818,12,11,14,16,9,13
14819,9,12,13,11,10,12
14820,12,12,16,13,15,13
14821,12,11,12,15,12,16
14822,13,14,12,15,15,15
14823,10,11,11,12,14,14
14824,14,14,14,10,13,12
14825,15,14,10,14,9,10
14826,13,12,13,14,12,11
14827,13,8,11,10,9,11
14828,16,8,15,13,10,14
14829,13,12,10,10,11,15
14830,14,14,12,11,16,12
14831,13,7,12,13,11,12
14832,11,12,11,16,11,14
14833,7,15,9,12,12,15
14834,13,13,14,13,13,14
14835,16,11,8,14,12,11
14836,12,14,10,10,11,12
14837,11,13,16,11,16,13
14838,9,14,9,8,15,11
14839,14,14,13,11,12,10
14840,10,9,12,12,16,14
14841,13,15,13,8,12,13
14842,16,11,8,15,13,13
14843,11,15,8,11,9,13
14844,10,15,13,16,12,11
14845,13,12,13,13,11,10
14846,13,11,10,9,12,15
14847,11,11,12,14,15,11
14848,15,11,13,9,11,15
14849,11,11,15,12,11,12
14850,12,13,11,10,13,10
14851,13,10,14,16,13,12
14852,12,10,12,16,13,11
14853,13,13,13,14,13,15
14854,16,15,11,8,12,13
14855,8,10,10,13,15,12
14856,11,14,13,13,11,14
14857,10,13,12,16,12,12
14858,11,15,15,7,8,16
14859,10,13,14,16,13,10
14860,10,13,14,10,11,14
14861,12,13,11,15,13,11
14862,12,13,15,10,13,11
14863,14,12,13,14,11,8
14864,15,15,13,13,10,13
14865,10,10,12,11,15,13
14866,11,10,9,15,10,16
14867,13,9,9,14,11,15
14868,16,14,9,14,11,12
14869,15,9,13,12,11,13
14870,12,11,11,12,7,11
14871,13,9,11,15,9,8
14872,12,14,12,12,14,12
14873,6,14,14,12,12,10
14874,10,12,12,10,15,8
14875,13,11,15,15,10,13
14876,7,13,13,14,10,11
14877,13,13,14,9,12,15
14878,16,10,9,14,12,9
14879,10,13,9,13,12,14
14880,15,13,12,13,11,10
14881,8,14,13,12,12,9
14882,14,13,14,10,16,12
14883,13,12,14,10,10,12
14884,12,15,12,10,12,14
14885,14,10,12,16,13,11
14886,14,14,12,13,13,13
14887,15,10,10,11,14,13
14888,14,12,13,13,13,13
14889,13,12,13,13,13,11
14890,11,11,14,12,14,13
14891,8,12,15,13,10,16
14892,14,15,15,9,13,12
14893,15,14,11,12,11,16
14894,14,12,13,14,13,15
14895,10,16,10,9,14,9
14896,10,14,11,9,15,10
14897,14,13,13,10,12,12
14898,9,11,12,12,13,16
14899,11,15,15,12,13,15
14900,13,15,15,14,13,10
14901,15,11,14,11,12,14
14902,9,9,12,12,10,14
14903,15,11,14,13,13,13
14904,13,15,11,13,10,14
14905,10,14,12,11,13,11
14906,11,8,15,15,11,13
14907,16,6,15,15,15,13
14908,13,14,13,13,16,14
14909,14,14,13,15,12,11
14910,13,12,15,16,14,11
14911,13,15,9,10,13,11
14912,13,13,12,12,9,12
14913,11,13,8,11,14,16
14914,13,13,12,11,12,14
14915,13,12,12,13,11,13
14916,15,13,11,11,15,9
14917,16,14,12,14,9,9
14918,15,14,12,12,14,7
14919,14,14,14,11,10,10
14920,13,11,13,12,13,10
14921,11,13,9,14,13,11
14922,15,12,10,11,11,10
14923,14,14,10,13,11,10
14924,16,8,12,10,10,15
14925,13,13,15,9,14,16
14926,13,7,14,15,8,12
14927,10,11,9,10,14,12
14928,7,14,12,13,13,9
14929,15,12,12,15,9,11
14930,9,12,15,13,14,14
14931,14,12,13,15,11,11
14932,10,12,12,10,11,11
14933,13,8,11,12,14,10
14934,12,13,10,13,10,13
14935,15,10,11,12,16,9
14936,13,13,16,14,14,11
14937,13,10,14,12,16,14
14938,13,7,12,8,11,11
14939,14,12,12,10,15,12
14940,12,13,11,13,11,11
14941,11,10,10,6,8,10
14942,14,11,12,14,13,16
14943,14,10,11,13,14,9
14944,10,11,11,9,12,11
14945,13,13,13,11,9,13
14946,12,15,14,12,13,15
14947,15,8,16,14,11,14
14948,16,9,10,7,14,12
14949,8,14,12,10,14,10
14950,13,8,11,14,13,14
14951,14,11,12,10,11,9
14952,11,12,12,11,11,7
14953,13,14,14,12,12,9
14954,9,9,13,14,15,14
14955,12,12,15,8,14,14
14956,16,11,11,12,12,14
14957,10,12,12,15,10,12
14958,9,15,10,11,13,12
14959,12,8,13,11,12,13
14960,12,16,12,12,14,10
14961,11,15,13,6,14,12
14962,8,11,11,6,12,15
14963,9,10,8,8,13,12
14964,11,15,12,9,13,16
14965,7,12,13,15,11,12
14966,15,12,12,11,15,12
14967,13,12,10,10,10,12
14968,16,13,15,11,12,13
14969,13,8,14,12,12,11
14970,7,15,12,15,14,13
14971,16,13,14,13,12,11
14972,12,14,12,11,12,10
14973,15,12,10,9,12,10
14974,12,13,14,13,11,11
14975,11,11,11,10,11,11
14976,12,13,12,10,12,15
14977,15,11,11,14,10,14
14978,12,10,6,11,11,12
14979,13,12,11,11,16,13
14980,14,11,11,12,15,13
14981,13,12,7,6,10,13
14982,14,14,16,13,10,14
14983,15,14,16,12,11,11
14984,13,14,13,14,13,12
14985,13,13,8,12,8,15
14986,11,8,13,14,8,12
14987,13,10,6,14,12,15
14988,7,12,9,13,12,12
14989,11,16,14,11,14,13
14990,13,12,14,12,12,13
14991,11,13,12,13,13,13
14992,10,10,13,15,12,9
14993,13,13,13,16,13,12
14994,12,12,12,11,11,14
14995,14,16,10,9,11,10
14996,11,13,13,11,16,11
14997,14,14,9,10,11,13
14998,9,13,13,10,13,9
14999,12,13,15,14,15,11
15000,14,10,13,14,12,11
15001,12,11,15,14,12,12
15002,9,6,13,8,13,10
15003,14,10,8,14,14,13
15004,12,11,10,15,14,13
15005,9,12,12,13,9,15
15006,11,10,14,10,14,15
15007,15,13,11,15,13,10
15008,12,14,10,14,8,11
15009,11,14,12,13,10,14
15010,15,10,12,13,14,16
15011,14,10,15,13,12,15
15012,13,11,14,15,15,9
15013,13,7,13,9,10,15
15014,7,11,16,13,14,13
15015,15,13,12,9,11,9
15016,15,11,12,11,5,11
15017,13,10,15,14,10,11
15018,16,14,11,14,12,10
15019,14,16,13,13,12,7
15020,14,15,12,10,13,16
15021,13,15,12,12,13,9
15022,13,11,12,12,14,14
15023,10,16,14,12,10,14
15024,15,12,12,11,13,12
15025,11,9,13,10,13,8
15026,11,14,13,11,12,10
15027,11,11,10,12,12,7
15028,12,14,16,8,12,15
15029,14,13,13,10,13,8
15030,14,13,13,12,9,13
15031,16,8,10,13,13,10
15032,11,11,9,14,11,12
15033,9,14,11,11,11,14
15034,14,14,13,11,12,12
15035,13,13,10,10,13,13
15036,12,12,15,12,14,12
15037,10,11,12,11,13,12
15038,14,8,12,15,13,13
15039,10,16,16,11,13,10
15040,15,13,11,13,9,13
15041,12,14,10,9,10,13
15042,10,14,10,11,14,14
15043,13,11,12,14,13,14
15044,10,11,12,13,11,14
15045,16,14,12,10,6,16
15046,15,11,14,11,14,12
15047,14,15,13,11,7,13
15048,13,14,15,10,11,13
15049,12,11,10,11,15,12
15050,12,14,14,13,16,13
15051,12,13,14,10,11,10
15052,11,14,10,11,12,14
15053,5,11,13,9,13,13
15054,14,13,13,12,11,9
15055,13,12,12,12,13,12
15056,11,15,15,12,11,12
15057,16,16,15,11,13,12
15058,9,9,14,12,14,13
15059,8,12,14,15,10,14
15060,13,13,11,12,11,13
15061,10,13,12,15,13,12
15062,11,14,10,11,10,12
15063,12,13,12,15,13,13
15064,14,13,10,12,10,10
15065,12,14,14,15,12,10
15066,11,9,9,15,10,15
15067,11,11,14,12,11,10
15068,9,12,14,8,13,12
15069,7,16,12,13,15,14
15070,12,10,13,14,10,12
15071,15,12,12,6,13,13
15072,11,12,11,9,12,14
15073,14,15,10,11,11,10
15074,10,12,12,13,13,7
15075,13,15,12,11,10,14
15076,13,13,11,12,10,13
15077,5,11,15,13,14,14
15078,16,9,10,10,12,13
15079,14,13,14,12,12,13
15080,13,14,13,14,10,14
15081,14,12,14,15,13,15
15082,13,13,11,13,12,14
15083,14,12,12,15,10,11
15084,8,10,14,15,12,9
15085,14,15,13,11,11,11
15086,8,12,8,9,15,14
15087,10,10,12,13,14,10
15088,14,14,11,14,11,9
15089,12,11,13,11,10,10
15090,14,16,14,11,12,10
15091,14,13,8,14,14,10
15092,13,12,13,13,12,8
15093,13,13,13,14,12,13
15094,10,7,14,12,11,13
15095,11,12,15,11,12,14
15096,13,12,11,7,12,10
15097,14,12,12,14,11,11
15098,11,12,13,14,10,12
15099,15,10,14,11,13,8
15100,10,14,11,14,8,12
15101,10,11,14,13,14,14
15102,10,10,11,11,11,14
15103,16,13,11,12,8,14
15104,12,14,12,11,13,11
15105,12,13,8,15,13,16
15106,10,9,12,13,11,9
15107,10,14,7,16,9,9
15108,13,12,13,12,11,14
15109,12,10,14,7,11,14
15110,14,13,13,13,12,12
15111,14,11,10,11,12,11
15112,13,10,15,9,11,9
15113,14,16,11,13,11,14
15114,14,9,13,12,14,13
15115,13,9,11,12,11,12
15116,13,14,12,12,14,13
15117,9,14,16,13,13,13
15118,12,14,11,11,13,14
15119,15,12,12,7,15,8
15120,14,15,11,15,16,15
15121,11,12,11,12,14,12
15122,12,14,14,12,13,8
15123,14,9,10,13,14,15
15124,10,6,12,9,11,15
15125,11,6,13,11,11,11
15126,11,13,11,10,12,13
15127,11,14,15,14,12,13
15128,12,15,14,12,16,12
15129,13,13,12,15,11,15
15130,13,15,11,7,12,13
15131,10,15,12,12,12,13
15132,10,13,15,11,10,11
15133,14,15,14,13,15,11
15134,10,13,13,9,12,12
15135,12,13,10,10,14,11
15136,14,15,10,14,9,11
15137,13,12,10,12,15,10
15138,13,13,16,12,15,9
15139,12,14,12,11,16,14
15140,9,14,11,16,12,14
15141,10,10,15,13,16,12
15142,9,11,15,15,9,14
15143,12,11,13,14,14,13
15144,11,13,15,9,11,11
15145,14,12,13,9,13,9
15146,15,16,12,15,10,14
15147,10,11,9,9,10,14
15148,14,11,10,10,14,13
15149,15,12,13,15,12,15
15150,13,14,12,11,13,11
15151,12,14,14,10,12,14
15152,14,15,13,14,8,13
15153,11,12,15,8,15,14
15154,13,12,11,7,15,8
15155,12,11,8,14,11,12
15156,13,11,11,13,12,15
15157,9,12,12,11,15,14
15158,15,13,13,14,9,13
15159,10,11,14,11,10,14
15160,16,13,12,15,10,12
15161,15,13,11,10,15,14
15162,16,16,7,12,15,14
15163,13,13,14,13,13,11
15164,14,12,8,10,13,11
15165,14,13,11,14,8,14
15166,14,12,16,13,11,11
15167,14,13,11,10,12,8
15168,14,10,14,11,14,11
15169,11,14,12,13,13,11
15170,15,13,7,9,11,10
15171,14,15,12,9,13,15
15172,15,12,14,9,12,9
15173,15,11,10,14,11,13
15174,12,9,12,14,14,11
15175,14,11,16,15,9,14
15176,12,13,15,11,8,12
15177,15,11,10,12,9,8
15178,12,12,11,13,12,12
15179,13,11,13,8,8,14
15180,14,11,12,13,13,13
15181,12,14,13,13,13,11
15182,15,10,11,14,12,8
15183,14,10,14,8,10,14
15184,10,11,13,13,11,14
15185,10,11,14,11,13,11
15186,12,6,13,14,15,15
15187,11,11,13,11,11,15
15188,13,15,8,11,8,10
15189,11,15,14,15,9,12
15190,11,11,10,13,9,9
15191,15,14,12,11,12,9
15192,15,14,13,9,10,12
15193,9,14,12,10,12,13
15194,12,13,14,11,14,12
15195,11,13,14,12,16,12
15196,13,11,11,15,12,12
15197,16,10,14,13,11,12
15198,15,12,14,12,11,14
15199,13,13,8,13,16,12
15200,13,13,16,15,14,14
15201,15,11,10,13,13,15
15202,14,9,13,15,16,11
15203,10,12,12,16,11,10
15204,11,9,15,15,8,7
15205,11,11,10,12,10,10
15206,8,10,12,11,13,13
15207,13,11,12,15,11,16
15208,15,9,14,15,14,11
15209,16,10,13,12,14,13
15210,16,14,10,16,11,12
15211,10,11,12,12,9,9
15212,15,10,11,12,13,10
15213,12,8,13,15,13,13
15214,12,14,13,10,12,13
15215,12,13,9,14,13,13
15216,11,14,14,11,10,11
15217,11,14,15,14,11,12
15218,12,9,13,11,14,12
15219,14,15,7,13,14,14
15220,11,12,9,8,13,16
15221,14,12,13,12,15,13
15222,10,11,13,15,11,15
15223,12,12,15,10,15,13
15224,13,16,12,14,10,12
15225,14,14,10,16,12,12
15226,13,8,11,9,11,15
15227,12,12,13,13,15,13
15228,16,13,13,12,14,13
15229,12,12,13,10,6,6
15230,13,13,10,9,13,12
15231,13,11,9,14,9,11
15232,14,13,10,12,11,10
15233,11,15,9,12,10,13
15234,15,13,12,10,16,9
15235,10,12,13,15,13,13
15236,14,11,13,12,10,12
15237,13,13,12,11,7,9
15238,12,14,11,9,9,13
15239,12,10,12,15,13,14
15240,12,9,10,11,6,14
15241,12,12,9,11,13,14
15242,13,10,11,12,8,10
15243,11,9,10,14,14,10
15244,13,14,12,13,11,13
15245,12,12,15,9,13,11
15246,13,13,13,7,16,14
15247,10,13,16,14,13,14
15248,14,13,16,11,14,12
15249,13,12,8,11,10,13
15250,13,14,12,12,12,13
15251,16,14,13,16,11,11
15252,10,13,12,10,15,12
15253,10,11,12,13,12,15
15254,10,14,13,10,11,10
15255,10,13,10,11,12,16
15256,12,10,14,10,15,15
15257,15,13,11,8,7,15
15258,12,11,14,12,16,10
15259,11,8,16,13,13,12
15260,14,14,14,14,10,13
15261,11,16,13,16,7,10
15262,13,13,15,9,12,13
15263,12,14,14,9,12,11
15264,10,13,9,14,11,11
15265,11,12,13,14,15,13
15266,12,11,13,13,13,14
15267,10,15,15,14,12,10
15268,11,15,12,12,7,12
15269,13,16,10,14,11,14
15270,10,12,11,15,13,9
15271,15,14,10,14,7,12
15272,13,13,11,13,13,13
15273,10,13,11,14,13,11
15274,15,12,8,9,13,13
15275,12,13,13,13,14,15
15276,14,15,15,14,12,13
15277,14,12,13,14,11,13
15278,9,13,14,11,11,7
15279,10,12,12,12,11,15
15280,14,11,7,15,10,14
15281,14,14,14,11,14,11
15282,14,14,14,10,10,10
15283,9,10,12,16,11,9
15284,8,12,15,10,9,8
15285,11,15,9,15,13,16
15286,12,16,11,13,11,12
15287,13,14,11,8,12,14
15288,9,11,8,11,10,13
15289,16,8,15,12,13,13
15290,15,12,14,11,10,12
15291,8,11,10,14,14,13
15292,15,9,11,13,14,12
15293,14,13,13,14,14,14
15294,9,11,11,11,10,10
15295,10,12,13,15,13,15
15296,10,10,9,9,12,14
15297,13,11,12,16,12,14
15298,15,14,14,15,13,11
15299,10,15,10,13,8,8
15300,5,12,15,14,13,11
15301,12,15,10,10,10,14
15302,14,14,9,11,14,14
15303,13,12,14,14,12,14
15304,13,14,14,9,13,11
15305,13,12,15,14,12,11
15306,12,11,12,16,14,13
15307,10,11,10,9,13,12
15308,14,10,14,14,11,12
15309,14,12,8,15,14,15
15310,15,11,8,12,11,14
15311,10,13,11,11,14,15
15312,15,8,10,10,13,11
15313,10,11,12,16,14,9
15314,11,14,13,9,12,13
15315,13,12,9,12,11,14
15316,11,11,15,10,11,13
15317,15,12,11,16,11,10
15318,10,16,16,13,12,13
15319,13,13,15,9,16,13
15320,13,13,12,11,11,14
15321,12,10,11,13,15,13
15322,8,14,8,13,14,14
15323,13,11,13,13,14,12
15324,14,11,13,14,8,13
15325,15,14,8,11,12,11
15326,14,12,14,14,11,13
15327,16,13,12,15,13,14
15328,16,14,11,15,15,9
15329,15,11,15,12,15,11
15330,12,13,10,13,12,12
15331,11,11,13,16,12,11
15332,10,9,14,13,11,13
15333,12,13,9,12,14,12
15334,12,12,12,13,12,13
15335,14,11,15,13,16,9
15336,12,10,14,13,10,13
15337,12,10,13,14,12,10
15338,12,15,9,13,12,12
15339,9,13,14,12,10,12
15340,13,15,10,12,13,13
15341,9,10,16,12,13,12
15342,12,13,8,12,12,9
15343,13,11,10,11,10,13
15344,11,14,14,15,12,13
15345,9,9,11,12,7,14
15346,11,12,12,12,11,9
15347,15,13,13,14,13,13
15348,14,15,9,13,13,13
15349,13,11,12,15,14,11
15350,13,12,9,14,14,15
15351,10,13,14,13,13,12
15352,9,13,15,12,14,13
15353,13,11,9,13,12,12
15354,13,15,14,11,10,14
15355,14,10,13,11,10,8
15356,12,16,10,10,12,11
15357,10,11,14,9,9,12
15358,10,12,11,12,13,12
15359,16,7,12,15,10,14
15360,13,11,15,14,14,14
15361,14,7,10,10,11,10
15362,12,10,12,16,12,13
15363,13,11,8,11,12,15
15364,12,15,10,13,15,10
15365,11,8,14,11,9,13
15366,11,12,9,12,12,12
15367,8,12,15,14,10,7
15368,11,14,16,13,10,12
15369,14,10,12,15,15,13
15370,11,14,16,13,12,13
15371,13,11,10,10,12,11
15372,15,11,15,9,10,14
15373,13,14,6,15,12,12
15374,10,11,14,12,12,15
15375,16,14,11,10,9,14
15376,12,11,8,10,13,8
15377,12,11,12,10,11,16
15378,9,15,8,14,15,16
15379,15,15,15,12,14,13
15380,13,10,13,13,13,13
15381,9,11,14,12,14,12
15382,9,13,12,10,14,16
15383,11,12,14,11,9,14
15384,12,10,14,13,15,14
15385,14,13,11,8,11,12
15386,11,12,14,10,14,11
15387,9,14,10,13,14,12
15388,8,12,14,13,13,15
15389,12,11,15,16,13,16
15390,12,15,12,13,11,8
15391,11,12,12,12,9,14
15392,12,13,8,11,15,13
15393,12,10,11,12,15,15
15394,10,11,10,9,12,16
15395,12,11,13,12,10,11
15396,14,16,14,11,9,10
15397,8,13,15,9,10,10
15398,8,11,13,11,15,12
15399,14,11,15,9,7,12
15400,11,14,13,9,13,11
15401,15,14,11,15,9,8
15402,11,14,12,14,13,14
15403,13,13,12,12,14,14
15404,8,12,10,13,13,15
15405,11,7,12,12,14,7
15406,13,14,10,9,14,9
15407,9,15,13,14,16,8
15408,13,5,11,13,12,12
15409,14,13,8,11,13,15
15410,15,13,13,12,12,16
15411,14,11,14,14,9,15
15412,14,12,13,12,13,11
15413,7,8,9,10,12,12
15414,12,12,11,14,11,16
15415,14,14,15,11,9,12
15416,11,12,13,12,11,11
15417,14,11,10,14,14,12
